"﻿head","tail","relation","weight"
"BaseMeasure:Duplication Check","QualityDimension:Interpretability","CALCULATES","0.68"
"QualityDimension:Interpretability","DataContext:Technical Blog","RELATED_TO","0.722"
"BaseMeasure:Null Count","QualityDimension:Interpretability","CALCULATES","0.75"
"BaseMeasure:Cross-Field Validation","QualityDimension:Interpretability","CALCULATES","0.79"
"Attribute:Comment body","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Interpretability","CALCULATES","0.57"
"Attribute:Author email","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Interpretability","CALCULATES","0.46"
"Attribute:Author bio","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Relevance","CALCULATES","0.12"
"QualityDimension:Relevance","DataContext:Technical Blog","RELATED_TO","0.3075"
"Attribute:Category name","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Relevance","CALCULATES","0.42"
"Attribute:Body","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Relevance","CALCULATES","0.63"
"BaseMeasure:Null Count","QualityDimension:Relevance","CALCULATES","0.49"
"Attribute:Author email","BaseMeasure:Data Entry Error","HAS_BASEMEASURE",""
"BaseMeasure:Data Entry Error","QualityDimension:Security","CALCULATES","0.48"
"QualityDimension:Security","DataContext:Technical Blog","RELATED_TO","0.473333"
"Attribute:Author ID","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Security","CALCULATES","0.7"
"BaseMeasure:Duplication Check","QualityDimension:Security","CALCULATES","0.1"
"Attribute:Comment ID","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Timeliness","CALCULATES","0.69"
"QualityDimension:Timeliness","DataContext:Technical Blog","RELATED_TO","0.695556"
"BaseMeasure:Data Entry Error","QualityDimension:Timeliness","CALCULATES","0.41"
"Attribute:Author email","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Timeliness","CALCULATES","0.66"
"Attribute:Author","BaseMeasure:Null Count","HAS_BASEMEASURE",""
"BaseMeasure:Null Count","QualityDimension:Timeliness","CALCULATES","0.62"
"BaseMeasure:Outliers Detection","QualityDimension:Timeliness","CALCULATES","0.55"
"Attribute:Category ID","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Timeliness","CALCULATES","0.81"
"BaseMeasure:Duplication Check","QualityDimension:Timeliness","CALCULATES","0.62"
"Attribute:Date","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Timeliness","CALCULATES","0.18"
"Attribute:Tags","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Timeliness","CALCULATES","0.96"
"Attribute:Category ID","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Traceability","CALCULATES","0.49"
"QualityDimension:Traceability","DataContext:Technical Blog","RELATED_TO","0.42"
"Attribute:Article ID","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Traceability","CALCULATES","0.89"
"BaseMeasure:Range Check","QualityDimension:Traceability","CALCULATES","0.83"
"BaseMeasure:Data Inconsistency","QualityDimension:Understandability","CALCULATES","0.87"
"QualityDimension:Understandability","DataContext:Technical Blog","RELATED_TO","0.78"
"Attribute:Content","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Understandability","CALCULATES","0.36"
"Attribute:Author ID","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Understandability","CALCULATES","0.9"
"Attribute:Author email","BaseMeasure:Null Count","HAS_BASEMEASURE",""
"BaseMeasure:Null Count","QualityDimension:Understandability","CALCULATES","0.25"
"Attribute:Date","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Understandability","CALCULATES","0.91"
"Attribute:Date","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Usability","CALCULATES","0.28"
"QualityDimension:Usability","DataContext:Technical Blog","RELATED_TO","0.618"
"Attribute:Author ID","BaseMeasure:Null Count","HAS_BASEMEASURE",""
"BaseMeasure:Null Count","QualityDimension:Usability","CALCULATES","0.74"
"Attribute:Category name","BaseMeasure:Data Entry Error","HAS_BASEMEASURE",""
"BaseMeasure:Data Entry Error","QualityDimension:Usability","CALCULATES","0.48"
"BaseMeasure:Data Inconsistency","QualityDimension:Usability","CALCULATES","0.2"
"BaseMeasure:Format Validity","QualityDimension:Usability","CALCULATES","0.64"
"Attribute:ArrivalTime","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Accessibility","CALCULATES","0.48"
"QualityDimension:Accessibility","DataContext:Travel","RELATED_TO","0.595556"
"Attribute:ActivityDescription","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Accessibility","CALCULATES","0.22"
"Attribute:ActivityLocation","BaseMeasure:Data Entry Error","HAS_BASEMEASURE",""
"BaseMeasure:Data Entry Error","QualityDimension:Accessibility","CALCULATES","0.53"
"Attribute:DepartureLocation","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Accessibility","CALCULATES","0.2"
"Attribute:PackageDescription","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Accessibility","CALCULATES","0.17"
"Attribute:PackageID","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Accessibility","CALCULATES","0.55"
"Attribute:HotelRating","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Accessibility","CALCULATES","0.68"
"Attribute:HotelPrice","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Accessibility","CALCULATES","0.74"
"Attribute:FlightID","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Accessibility","CALCULATES","0.5"
"Attribute:HotelName","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Accuracy","CALCULATES","0.64"
"QualityDimension:Accuracy","DataContext:Travel","RELATED_TO","0.541818"
"Attribute:PackagePrice","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Accuracy","CALCULATES","0.98"
"Attribute:DepartureLocation","BaseMeasure:Null Count","HAS_BASEMEASURE",""
"BaseMeasure:Null Count","QualityDimension:Accuracy","CALCULATES","0.12"
"Attribute:DepartureTime","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Accuracy","CALCULATES","0.42"
"Attribute:RentalPrice","BaseMeasure:Null Count","HAS_BASEMEASURE",""
"BaseMeasure:Null Count","QualityDimension:Accuracy","CALCULATES","0.27"
"Attribute:RentalID","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Accuracy","CALCULATES","0.14"
"Attribute:ActivityDescription","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Accuracy","CALCULATES","0.53"
"BaseMeasure:Data Inconsistency","QualityDimension:Accuracy","CALCULATES","0.53"
"Attribute:ArrivalTime","BaseMeasure:Data Entry Error","HAS_BASEMEASURE",""
"BaseMeasure:Data Entry Error","QualityDimension:Accuracy","CALCULATES","0.72"
"Attribute:CarType","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Accuracy","CALCULATES","0.63"
"Attribute:CarType","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Accuracy","CALCULATES","0.89"
"Attribute:ArrivalTime","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Availability","CALCULATES","0.19"
"QualityDimension:Availability","DataContext:Travel","RELATED_TO","0.652222"
"Attribute:ArrivalTime","BaseMeasure:Null Count","HAS_BASEMEASURE",""
"BaseMeasure:Null Count","QualityDimension:Availability","CALCULATES","0.95"
"Attribute:ArrivalLocation","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Availability","CALCULATES","0.33"
"Attribute:ArrivalLocation","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Availability","CALCULATES","0.41"
"Attribute:ActivityName","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Availability","CALCULATES","0.77"
"Attribute:DepartureTime","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Availability","CALCULATES","0.83"
"Attribute:PackagePrice","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Availability","CALCULATES","0.87"
"Attribute:HotelLocation","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Availability","CALCULATES","0.2"
"Attribute:HotelLocation","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Availability","CALCULATES","0.51"
"Attribute:HotelID","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Completeness","CALCULATES","0.2"
"QualityDimension:Completeness","DataContext:Travel","RELATED_TO","0.582727"
"Attribute:FlightPrice","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Completeness","CALCULATES","0.39"
"Attribute:FlightID","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Completeness","CALCULATES","0.2"
"Attribute:HotelRating","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Completeness","CALCULATES","0.87"
"Attribute:PackagePrice","BaseMeasure:Data Entry Error","HAS_BASEMEASURE",""
"BaseMeasure:Data Entry Error","QualityDimension:Completeness","CALCULATES","0.99"
"Attribute:DepartureLocation","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Completeness","CALCULATES","0.29"
"Attribute:RentalEndDate","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Completeness","CALCULATES","0.94"
"Attribute:ActivityLocation","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Completeness","CALCULATES","0.65"
"Attribute:ActivityLocation","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Completeness","CALCULATES","0.86"
"Attribute:ArrivalLocation","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Completeness","CALCULATES","0.76"
"Attribute:CarType","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Completeness","CALCULATES","0.8"
"Attribute:ActivityID","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Consistency","CALCULATES","0.94"
"QualityDimension:Consistency","DataContext:Travel","RELATED_TO","0.535556"
"Attribute:ActivityName","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Consistency","CALCULATES","0.77"
"Attribute:ActivityPrice","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Consistency","CALCULATES","0.12"
"Attribute:RentalEndDate","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Consistency","CALCULATES","0.41"
"Attribute:RentalLocation","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Consistency","CALCULATES","0.79"
"Attribute:RentalStartDate","BaseMeasure:Data Entry Error","HAS_BASEMEASURE",""
"BaseMeasure:Data Entry Error","QualityDimension:Consistency","CALCULATES","0.48"
"Attribute:FlightDuration","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Consistency","CALCULATES","0.96"
"Attribute:HotelID","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Consistency","CALCULATES","0.86"
"Attribute:HotelID","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Consistency","CALCULATES","0.43"
"Attribute:FlightPrice","BaseMeasure:Null Count","HAS_BASEMEASURE",""
"BaseMeasure:Null Count","QualityDimension:Correctness","CALCULATES","0.2"
"QualityDimension:Correctness","DataContext:Travel","RELATED_TO","0.741667"
"Attribute:HotelPrice","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Correctness","CALCULATES","0.1"
"Attribute:PackageName","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Correctness","CALCULATES","0.15"
"Attribute:PackageName","BaseMeasure:Null Count","HAS_BASEMEASURE",""
"BaseMeasure:Null Count","QualityDimension:Correctness","CALCULATES","0.48"
"Attribute:DepartureLocation","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Correctness","CALCULATES","0.84"
"Attribute:ArrivalTime","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Correctness","CALCULATES","0.7"
"Attribute:ActivityPrice","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Currency","CALCULATES","0.11"
"QualityDimension:Currency","DataContext:Travel","RELATED_TO","0.61"
"Attribute:ActivityLocation","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Currency","CALCULATES","0.1"
"Attribute:RentalID","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Currency","CALCULATES","0.76"
"Attribute:PackagePrice","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Currency","CALCULATES","0.47"
"Attribute:PackageDescription","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Currency","CALCULATES","0.9"
"Attribute:FlightID","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Currency","CALCULATES","0.4"
"Attribute:HotelLocation","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Currency","CALCULATES","0.57"
"BaseMeasure:Data Comparison","QualityDimension:Interpretability","CALCULATES","0.64"
"QualityDimension:Interpretability","DataContext:Travel","RELATED_TO","0.467"
"Attribute:HotelID","BaseMeasure:Null Count","HAS_BASEMEASURE",""
"BaseMeasure:Null Count","QualityDimension:Interpretability","CALCULATES","0.69"
"Attribute:RentalEndDate","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Interpretability","CALCULATES","0.35"
"Attribute:DepartureLocation","BaseMeasure:Data Entry Error","HAS_BASEMEASURE",""
"BaseMeasure:Data Entry Error","QualityDimension:Interpretability","CALCULATES","0.76"
"Attribute:DepartureTime","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Interpretability","CALCULATES","0.79"
"BaseMeasure:Cross-Field Validation","QualityDimension:Interpretability","CALCULATES","0.17"
"BaseMeasure:Missing Values","QualityDimension:Interpretability","CALCULATES","0.74"
"Attribute:ActivityName","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Interpretability","CALCULATES","0.91"
"Attribute:ActivityLocation","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Interpretability","CALCULATES","0.42"
"Attribute:ArrivalLocation","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Interpretability","CALCULATES","0.97"
"BaseMeasure:Outliers Detection","QualityDimension:Relevance","CALCULATES","0.1"
"QualityDimension:Relevance","DataContext:Travel","RELATED_TO","0.59"
"Attribute:HotelName","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Relevance","CALCULATES","0.69"
"Attribute:HotelPrice","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Relevance","CALCULATES","0.22"
"Attribute:PackageDescription","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Relevance","CALCULATES","0.74"
"Attribute:PackageDescription","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Security","CALCULATES","0.81"
"QualityDimension:Security","DataContext:Travel","RELATED_TO","0.604"
"BaseMeasure:Data Entry Error","QualityDimension:Security","CALCULATES","0.17"
